match_id,date,team_id,opponent_name,opponent_id,team_season_id,team_img,opponent_season_id,opponent_img,location,result,orgId,nameOfficial,divisionRoman,athleticWebUrl,conferenceName,team_short,confAbbreviation,oppNameOfficial,oppDivision,oppConference,gender
5680470,11/14/2024,2,Grand Canyon,1104,585123,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//2.gif,585368,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//1104.gif,away,W 3-1,2,Abilene Christian University,I,www.acusports.com,Western Athletic Conference,Abilene Christian,WAC,Grand Canyon University,I,Western Athletic Conference,W
5680727,11/16/2024,2,California Baptist,30135,585123,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//2.gif,585122,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30135.gif,away,L 0-3,2,Abilene Christian University,I,www.acusports.com,Western Athletic Conference,Abilene Christian,WAC,California Baptist University,I,Western Athletic Conference,W
5835674,11/21/2024,2,UT Arlington 2024 WAC WVB Championships,,585123,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//2.gif,,,away,L 0-3,2,Abilene Christian University,I,www.acusports.com,Western Athletic Conference,Abilene Christian,WAC,,,,W
5668416,09/06/2024,30123,Chico St.,95,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,585735,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//95.gif,away,L 0-3,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,"California State University, Chico",II,California Collegiate Athletic Association,W
5668965,09/06/2024,30123,Fresno Pacific,30147,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,585698,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30147.gif,away,L 0-3,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,Fresno Pacific University,II,Pacific West Conference,W
5669236,09/07/2024,30123,Stanislaus St.,103,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,585738,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//103.gif,away,L 0-3,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,"California State University, Stanislaus",II,California Collegiate Athletic Association,W
5697351,09/07/2024,30123,Jessup,30262,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,595002,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30262.gif,away,L 0-3,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,Jessup University ,II,Pacific West Conference,W
5670122,09/13/2024,30123,Tex. A&M-Kingsville,696,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,585535,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//696.gif,away,L 0-3,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,Texas A&M University-Kingsville,II,Lone Star Conference,W
5670228,09/13/2024,30123,Western N.M.,1445,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,585605,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//1445.gif,away,W 3-1,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,Western New Mexico University,II,Lone Star Conference,W
5670692,09/14/2024,30123,Western Colo.,2759,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,585616,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//2759.gif,away,L 1-3,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,Western Colorado University,II,Rocky Mountain Athletic Conference,W
5670999,09/14/2024,30123,Fort Lewis,1083,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,585571,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//1083.gif,away,L 0-3,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,Fort Lewis College,II,Rocky Mountain Athletic Conference,W
5671686,09/19/2024,30123,Hawaii Hilo,2697,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,585612,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//2697.gif,away,W 3-2,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,University of Hawaii at Hilo,II,Pacific West Conference,W
5672135,09/21/2024,30123,Hawaii Pacific,2696,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,585611,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//2696.gif,away,W 3-0,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,Hawaii Pacific University,II,Pacific West Conference,W
5672984,09/26/2024,30123,Dominican (CA),30118,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,585682,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30118.gif,away,L 1-3,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,Dominican University of California,II,Pacific West Conference,W
5673810,09/29/2024,30123,Chaminade,133,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,585741,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//133.gif,home,L 1-3,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,Chaminade University,II,Pacific West Conference,W
5673946,10/01/2024,30123,Hawaii Hilo,2697,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,585612,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//2697.gif,home,L 1-3,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,University of Hawaii at Hilo,II,Pacific West Conference,W
5674731,10/05/2024,30123,Hawaii Pacific,2696,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,585611,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//2696.gif,home,W 3-2,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,Hawaii Pacific University,II,Pacific West Conference,W
5675157,10/09/2024,30123,CUI,30199,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,585712,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30199.gif,home,L 1-3,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,Concordia University Irvine,II,Pacific West Conference,W
5675495,10/11/2024,30123,Vanguard,30263,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,596067,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30263.gif,home,W 3-1,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,Vanguard University ,II,Pacific West Conference,W
5675818,10/12/2024,30123,Point Loma,30149,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,585699,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30149.gif,home,L 1-3,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,Point Loma Nazarene University,II,Pacific West Conference,W
5677115,10/19/2024,30123,Menlo,405,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,594871,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//405.gif,away,L 1-3,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,Menlo College,II,Pacific West Conference,W
5677250,10/22/2024,30123,Fresno Pacific,30147,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,585698,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30147.gif,home,L 0-3,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,Fresno Pacific University,II,Pacific West Conference,W
5680113,10/24/2024,30123,Jessup,30262,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,595002,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30262.gif,home,L 0-3,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,Jessup University ,II,Pacific West Conference,W
5678037,10/26/2024,30123,Menlo,405,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,594871,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//405.gif,home,L 0-3,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,Menlo College,II,Pacific West Conference,W
5678626,11/01/2024,30123,Biola,30220,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,585641,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30220.gif,away,W 3-0,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,Biola University,II,Pacific West Conference,W
5679107,11/02/2024,30123,Westmont,30260,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,585721,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30260.gif,away,L 2-3,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,Westmont College,II,Pacific West Conference,W
5677457,11/09/2024,30123,Jessup,30262,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,595002,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30262.gif,away,L 0-3,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,Jessup University ,II,Pacific West Conference,W
5680483,11/13/2024,30123,Dominican (CA),30118,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,585682,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30118.gif,home,L 1-3,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,Dominican University of California,II,Pacific West Conference,W
5680800,11/16/2024,30123,Fresno Pacific,,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,,,away,L 0-3,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,,,,W
5680994,11/22/2024,30123,Azusa Pacific,,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,,,away,L 1-3,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,,,,W
5681043,11/23/2024,30123,Vanguard,,585685,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30123.gif,,,away,L 0-3,30123,Academy of Art University,II,www.artuathletics.com,Pacific West Conference,Academy of Art,PWC,,,,W
5668375,09/05/2024,929,Midwestern St.,1222,585549,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//929.gif,585584,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//1222.gif,away,L 0-3,929,Adams State University,II,www.asugrizzlies.com,Rocky Mountain Athletic Conference,Adams St.,RMAC,Midwestern State University,II,Lone Star Conference,W
5668462,09/06/2024,929,Western N.M.,1445,585549,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//929.gif,585605,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//1445.gif,away,W 3-0,929,Adams State University,II,www.asugrizzlies.com,Rocky Mountain Athletic Conference,Adams St.,RMAC,Western New Mexico University,II,Lone Star Conference,W
5668617,09/06/2024,929,Northwestern Okla.,30178,585549,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//929.gif,585706,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30178.gif,away,L 0-3,929,Adams State University,II,www.asugrizzlies.com,Rocky Mountain Athletic Conference,Adams St.,RMAC,Northwestern Oklahoma State University,II,Great American Conference,W
5669322,09/07/2024,929,Southern Ark.,1376,585549,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//929.gif,585600,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//1376.gif,away,L 1-3,929,Adams State University,II,www.asugrizzlies.com,Rocky Mountain Athletic Conference,Adams St.,RMAC,Southern Arkansas University,II,Great American Conference,W
5669908,09/11/2024,929,Tex. A&M-Kingsville,696,585549,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//929.gif,585535,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//696.gif,home,W 3-1,929,Adams State University,II,www.asugrizzlies.com,Rocky Mountain Athletic Conference,Adams St.,RMAC,Texas A&M University-Kingsville,II,Lone Star Conference,W
5670105,09/13/2024,929,Angelo St.,25,585549,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//929.gif,585660,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//25.gif,away,L 0-3,929,Adams State University,II,www.asugrizzlies.com,Rocky Mountain Athletic Conference,Adams St.,RMAC,Angelo State University,II,Lone Star Conference,W
5670268,09/13/2024,929,Cal St. Dom. Hills,92,585549,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//929.gif,585732,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//92.gif,away,L 1-3,929,Adams State University,II,www.asugrizzlies.com,Rocky Mountain Athletic Conference,Adams St.,RMAC,"California State University, Dominguez Hills",II,California Collegiate Athletic Association,W
5670823,09/14/2024,929,MSU Moorhead,1240,585549,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//929.gif,585586,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//1240.gif,away,L 1-3,929,Adams State University,II,www.asugrizzlies.com,Rocky Mountain Athletic Conference,Adams St.,RMAC,Minnesota State University Moorhead,II,Northern Sun Intercollegiate Conference,W
5671171,09/14/2024,929,Cal Poly Humboldt,291,585549,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//929.gif,585479,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//291.gif,away,L 0-3,929,Adams State University,II,www.asugrizzlies.com,Rocky Mountain Athletic Conference,Adams St.,RMAC,"California State Polytechnic University, Humboldt",II,California Collegiate Athletic Association,W
5671952,09/20/2024,929,N.M. Highlands,8577,585549,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//929.gif,585620,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//8577.gif,away,L 2-3,929,Adams State University,II,www.asugrizzlies.com,Rocky Mountain Athletic Conference,Adams St.,RMAC,New Mexico Highlands University,II,Rocky Mountain Athletic Conference,W
5672762,09/24/2024,929,CSU Pueblo,2720,585549,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//929.gif,585613,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//2720.gif,home,L 1-3,929,Adams State University,II,www.asugrizzlies.com,Rocky Mountain Athletic Conference,Adams St.,RMAC,Colorado State University Pueblo,II,Rocky Mountain Athletic Conference,W
5673139,09/27/2024,929,South Dakota Mines,30139,585549,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//929.gif,585694,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30139.gif,home,L 2-3,929,Adams State University,II,www.asugrizzlies.com,Rocky Mountain Athletic Conference,Adams St.,RMAC,South Dakota School of Mines & Technology,II,Rocky Mountain Athletic Conference,W
5673769,09/28/2024,929,Black Hills St.,30134,585549,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//929.gif,585691,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30134.gif,home,W 3-2,929,Adams State University,II,www.asugrizzlies.com,Rocky Mountain Athletic Conference,Adams St.,RMAC,Black Hills State University,II,Rocky Mountain Athletic Conference,W
5673894,10/01/2024,929,N.M. Highlands,8577,585549,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//929.gif,585620,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//8577.gif,home,W 3-0,929,Adams State University,II,www.asugrizzlies.com,Rocky Mountain Athletic Conference,Adams St.,RMAC,New Mexico Highlands University,II,Rocky Mountain Athletic Conference,W
5674256,10/04/2024,929,Fort Lewis,1083,585549,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//929.gif,585571,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//1083.gif,home,L 2-3,929,Adams State University,II,www.asugrizzlies.com,Rocky Mountain Athletic Conference,Adams St.,RMAC,Fort Lewis College,II,Rocky Mountain Athletic Conference,W
5675395,10/11/2024,929,Westminster (UT),30209,585549,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//929.gif,585714,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//30209.gif,away,L 0-3,929,Adams State University,II,www.asugrizzlies.com,Rocky Mountain Athletic Conference,Adams St.,RMAC,Westminster University (Utah),II,Rocky Mountain Athletic Conference,W
5675926,10/12/2024,929,Colorado Mesa,11416,585549,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//929.gif,585639,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//11416.gif,away,L 1-3,929,Adams State University,II,www.asugrizzlies.com,Rocky Mountain Athletic Conference,Adams St.,RMAC,Colorado Mesa University,II,Rocky Mountain Athletic Conference,W
5676513,10/18/2024,929,Colo. Christian,11403,585549,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//929.gif,585638,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//11403.gif,home,L 0-3,929,Adams State University,II,www.asugrizzlies.com,Rocky Mountain Athletic Conference,Adams St.,RMAC,Colorado Christian University,II,Rocky Mountain Athletic Conference,W
5677094,10/19/2024,929,Chadron St.,1012,585549,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//929.gif,585560,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//1012.gif,home,W 3-0,929,Adams State University,II,www.asugrizzlies.com,Rocky Mountain Athletic Conference,Adams St.,RMAC,Chadron State College,II,Rocky Mountain Athletic Conference,W
5677210,10/22/2024,929,Fort Lewis,1083,585549,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//929.gif,585571,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//1083.gif,away,W 3-1,929,Adams State University,II,www.asugrizzlies.com,Rocky Mountain Athletic Conference,Adams St.,RMAC,Fort Lewis College,II,Rocky Mountain Athletic Conference,W
5677697,10/25/2024,929,MSU Denver,413,585549,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//929.gif,585498,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//413.gif,away,L 0-3,929,Adams State University,II,www.asugrizzlies.com,Rocky Mountain Athletic Conference,Adams St.,RMAC,Metropolitan State University of Denver,II,Rocky Mountain Athletic Conference,W
5678170,10/26/2024,929,Colo. Sch. of Mines,155,585549,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//929.gif,585744,https://web2.ncaa.org/ncaa_style/img/All_Logos/sm//155.gif,away,W 3-0,929,Adams State University,II,www.asugrizzlies.com,Rocky Mountain Athletic Conference,Adams St.,RMAC,Colorado School of Mines,II,Rocky Mountain Athletic Conference,W
